"guid","cpu","manufacturer","model","ramCount","ramSum","windows","hddSize","hddFreeSpace"
"2998bdbb-0642-4c7d-88c2-47eaf33d193b","Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz","BANGHO","BOLD E3028","1","8","Microsoft Windows 10 Pro","222,95178604126","185,999477386475"
